synset,rating,list,word
1098206,0,"['demobilize', 'inactivate', 'demobilise']",inactivate
51696,0.333333333,"['inadequate', 'unequal']",inadequate
118238,0.5,"['inanimate', 'nonliving', 'non-living']",inanimate
174379,0.333333333,"['inaudible', 'unhearable']",inaudible
52246,0.5,"['incapable', 'incompetent', 'unequal to']",incapable
122844,0,"['attendant', 'consequent', 'accompanying', 'concomitant', 'incidental', 'ensuant', 'resultant', 'sequent']",incidental
4944048,0,"['tendency', 'inclination']",inclination
2037090,0,"['slope', 'incline', 'pitch']",incline
183879,0,['include'],include
373130,0,['inclusion'],inclusion
9310806,0.5,"['inclusion body', 'cellular inclusion', 'inclusion']",inclusion body
1294051,0.4,['incoming'],incoming
578523,0.285714286,"['discrepant', 'incompatible']",incompatible
52246,0.5,"['incapable', 'incompetent', 'unequal to']",incompetent
1004541,0.5,"['incomplete', 'uncompleted']",incomplete
562803,0.25,"['discrepant', 'inconsistent']",inconsistent
2507464,0.5,"['trouble oneself', 'trouble', 'bother', 'inconvenience oneself']",inconvenience oneself
466651,0,"['integrate', 'incorporate']",incorporate
1670669,0.5,"['corporate', 'incorporated']",incorporated
7356676,0,['increase'],increase
59854,0,"['increasingly', 'progressively', 'more and more']",increasingly
5108947,0.5,"['increase', 'increment']",increment
49266,0,['incremental'],incremental
842989,0,"['accuse', 'impeach', 'incriminate', 'criminate']",incriminate
3566860,0.5,"['incrustation', 'encrustation']",incrustation
889082,0.25,"['inculcation', 'ingraining', 'instilling']",inculcation
15291498,0,"['tenure', 'term of office', 'incumbency']",incumbency
522751,0,"['receive', 'get', 'find', 'obtain', 'incur']",incur
2250625,0.333333333,"['compensate', 'recompense', 'repair', 'indemnify']",indemnify
1064806,0.333333333,"['apprenticed', 'articled', 'bound', 'indentured']",indentured
13994148,0.5,"['independence', 'independency']",independence
13994148,0.5,"['independence', 'independency']",independency
727564,0.333333333,['independent'],independent
923793,0.333333333,"['indicate', 'point', 'designate', 'show']",indicate
1580306,0.333333333,"['essential', 'indispensable']",indispensable
2064127,0.333333333,"['identical', 'indistinguishable']",indistinguishable
2556817,0.333333333,"['second', 'back', 'endorse', 'indorse']",indorse
7180372,0.5,"['second', 'secondment', 'endorsement', 'indorsement']",indorsement
1918541,0.5,"['beyond doubt', 'indubitable']",indubitable
14918784,0.333333333,['inducer'],inducer
156390,0.333333333,"['trigger', 'induction', 'initiation']",induction
94500,0.5,['indulgence'],indulgence
4752221,0,['inequality'],inequality
1302811,0.333333333,['infectious'],infectious
2114746,0.5,"['infectious', 'infective']",infective
1022420,0.2,"['generalize', 'generalise', 'extrapolate', 'infer']",infer
2340213,0.5,['inferior'],inferior
13951444,0.25,"['inferiority', 'lower status', 'lower rank']",inferiority
8582837,0.5,"['hell', 'hell on earth', 'hellhole', 'snake pit', 'the pits', 'inferno']",inferno
2020413,0.333333333,"['infest', 'overrun']",infest
976698,0.333333333,['infiltration'],infiltration
1177246,0.333333333,['inflammatory'],inflammatory
1029151,0.5,"['inflexible', 'rigid', 'unbending']",inflexible
776523,0,"['charm', 'influence', 'tempt']",influence
1830134,0.333333333,['influential'],influential
1076145,0,"['cozy', 'intimate', 'informal']",informal
8462320,0.333333333,"['data', 'information']",information
258282,0.333333333,"['below', 'infra']",infra
770543,0,"['violation', 'infringement']",infringement
327362,0.333333333,"['steep', 'infuse']",infuse
6513764,0.5,"['solicitation', 'appeal', 'collection', 'ingathering']",ingathering
602255,0,"['absorb', 'assimilate', 'ingest', 'take in']",ingest
1530678,0.285714286,"['graft', 'engraft', 'ingraft']",ingraft
889082,0.25,"['inculcation', 'ingraining', 'instilling']",ingraining
1804595,0.4,['ingratiate'],ingratiate
3570709,0.333333333,['ingredient'],ingredient
941940,0.5,"['implicit in', 'inherent', 'underlying']",inherent
83585,0,"['inheritance', 'heritage']",inheritance
1868470,0.2,['inimitable'],inimitable
563552,0,"['format', 'initialize', 'initialise']",initialise
563552,0,"['format', 'initialize', 'initialise']",initialize
103194,0,"['initially', 'ab initio']",initially
1641914,0.333333333,"['initiate', 'pioneer']",initiate
156390,0.333333333,"['trigger', 'induction', 'initiation']",initiation
3572449,0.4,['inlay'],inlay
13965049,0.375,"['endogamy', 'intermarriage', 'inmarriage']",inmarriage
948985,0,['inner'],inner
1642437,0.333333333,"['introduce', 'innovate']",innovate
5633385,0.333333333,"['invention', 'innovation', 'excogitation', 'conception', 'design']",innovation
5118437,0.25,"['excess', 'excessiveness', 'inordinateness']",inordinateness
664879,0.5,"['inquisitive', 'speculative', 'questioning', 'wondering']",inquisitive
6406317,0.5,"['dedication', 'inscription']",inscription
52548,0.5,"['inseminate', 'fecundate', 'fertilize', 'fertilise']",inseminate
2107827,0.333333333,"['insensible', 'unaffected']",insensible
1389776,0,"['tuck', 'insert']",insert
3573282,0.4,"['insert', 'inset']",inset
950592,0.3,['inside'],inside
697062,0.25,"['audit', 'scrutinize', 'scrutinise', 'inspect']",inspect
14004149,0,"['imbalance', 'instability', 'unbalance']",instability
240938,0,"['installation', 'installing', 'installment', 'instalment']",installation
240938,0,"['installation', 'installing', 'installment', 'instalment']",installing
240938,0,"['installation', 'installing', 'installment', 'instalment']",installment
240938,0,"['installation', 'installing', 'installment', 'instalment']",instalment
2325042,0.333333333,"['instill', 'transfuse']",instill
889082,0.25,"['inculcation', 'ingraining', 'instilling']",instilling
1618547,0.333333333,"['institute', 'bring']",institute
2348568,0.166666667,"['commit', 'institutionalize', 'institutionalise', 'send', 'charge']",institutionalise
2348568,0.166666667,"['commit', 'institutionalize', 'institutionalise', 'send', 'charge']",institutionalize
749963,0.25,['instruct'],instruct
13477462,0,"['execution', 'instruction execution']",instruction execution
6332731,0,"['instrumental role', 'instrument']",instrument
6332731,0,"['instrumental role', 'instrument']",instrumental role
939818,0.25,"['orchestration', 'instrumentation']",instrumentation
695938,0.5,"['insubordinate', 'resistant', 'resistive']",insubordinate
494269,0.333333333,"['isolate', 'insulate']",insulate
6715223,0.333333333,"['abuse', 'insult', 'revilement', 'contumely', 'vilification']",insult
662589,0,"['see', 'check', 'insure', 'see to it', 'ensure', 'control', 'ascertain', 'assure']",insure
2096759,0.25,['insured'],insured
962129,0.333333333,"['rebellion', 'insurrection', 'revolt', 'rising', 'uprising']",insurrection
515870,0,"['integral', 'entire', 'intact']",intact
515870,0,"['integral', 'entire', 'intact']",integral
466651,0,"['integrate', 'incorporate']",integrate
1679744,0,"['integrated', 'structured']",integrated
1202415,0,"['integration', 'integrating', 'desegregation']",integrating
1237415,0,"['consolidation', 'integration']",integration
1330986,0.5,['integrative'],integrative
1926089,0.333333333,"['intelligent', 'reasoning', 'thinking']",intelligent
1512275,0,['intensive'],intensive
2376958,0,['interact'],interact
39021,0,['interaction'],interaction
623356,0,"['synergistic', 'interactive']",interactive
1429953,0,"['crossbreed', 'cross', 'hybridize', 'hybridise', 'interbreed']",interbreed
2188848,0.25,"['wiretap', 'tap', 'intercept', 'bug']",intercept
139758,0.222222222,['interception'],interception
1240210,0,"['intervention', 'intercession']",intercession
2257370,0,"['exchange', 'change', 'interchange']",interchange
4735929,0,"['exchangeability', 'interchangeability', 'interchangeableness', 'fungibility']",interchangeability
4735929,0,"['exchangeability', 'interchangeability', 'interchangeableness', 'fungibility']",interchangeableness
3578055,0,"['intercommunication system', 'intercom']",intercom
3578055,0,"['intercommunication system', 'intercom']",intercommunication system
2006933,0,"['interconnected', 'interrelated']",interconnected
1567500,0.285714286,['intercontinental'],intercontinental
7134445,0.333333333,"['intercourse', 'social intercourse']",intercourse
1904485,0,"['hybrid', 'intercrossed']",intercrossed
726445,0.29787234,"['interdependent', 'mutualist', 'mutually beneficial']",interdependent
795863,0.4,"['forbid', 'prohibit', 'interdict', 'proscribe', 'veto', 'disallow', 'nix']",interdict
13286801,0,"['interest', 'stake']",interest
7968702,0.5,"['interest', 'interest group']",interest group
3578656,0.5,"['interface', 'port']",interface
1783863,0,['interfaith'],interfaith
2538765,0,"['intervene', 'step in', 'interfere', 'interpose']",interfere
951831,0.333333333,"['inner', 'interior', 'internal']",interior
1517662,0,"['intertwine', 'twine', 'entwine', 'enlace', 'interlace', 'lace']",interlace
2178348,0,"['interlacing', 'interlinking', 'interlocking', 'interwoven']",interlacing
2178348,0,"['interlacing', 'interlinking', 'interlocking', 'interwoven']",interlinking
2178348,0,"['interlacing', 'interlinking', 'interlocking', 'interwoven']",interlocking
2828482,0.5,['interlocutory'],interlocutory
15272685,0.25,['interlude'],interlude
13965274,0.285714286,"['exogamy', 'intermarriage']",intermarriage
1531957,0,"['average', 'intermediate', 'medium']",intermediate
1462468,0.5,"['blend', 'intermix', 'immingle', 'intermingle']",intermingle
1462468,0.5,"['blend', 'intermix', 'immingle', 'intermingle']",intermix
948670,0,['internal'],internal
5926676,0,"['representation', 'mental representation', 'internal representation']",internal representation
1037885,0,"['external', 'international', 'outside']",international
1569002,0.4,"['internationalist', 'internationalistic']",internationalist
1569002,0.4,"['internationalist', 'internationalistic']",internationalistic
1146768,0.428571429,"['imprisonment', 'internment']",internment
2249183,0.333333333,['interpersonal'],interpersonal
13840958,0,"['chemistry', 'interpersonal chemistry', 'alchemy']",interpersonal chemistry
2779310,0.25,['interplanetary'],interplanetary
39211,0,['interplay'],interplay
2538765,0,"['intervene', 'step in', 'interfere', 'interpose']",interpose
1732172,0,"['interpret', 'render']",interpret
5928513,0,"['interpretation', 'reading', 'version']",interpretation
135902,0,['interracially'],interracially
713818,0,['interrelate'],interrelate
2006933,0,"['interconnected', 'interrelated']",interrelated
7196682,0.4,"['question', 'interrogation', 'interrogative', 'interrogative sentence']",interrogation
7196682,0.4,"['question', 'interrogation', 'interrogative', 'interrogative sentence']",interrogative
7196682,0.4,"['question', 'interrogation', 'interrogative', 'interrogative sentence']",interrogative sentence
520019,0,"['interrupt', 'disturb']",interrupt
1347613,0.166666667,"['interscholastic', 'interschool']",interscholastic
1347613,0.166666667,"['interscholastic', 'interschool']",interschool
5866653,0,"['intersection', 'intersection point', 'point of intersection']",intersection
5866653,0,"['intersection', 'intersection point', 'point of intersection']",intersection point
1569549,0.4,['interstate'],interstate
1517662,0,"['intertwine', 'twine', 'entwine', 'enlace', 'interlace', 'lace']",intertwine
5089947,0.222222222,"['interval', 'separation']",interval
2538765,0,"['intervene', 'step in', 'interfere', 'interpose']",intervene
1240210,0,"['intervention', 'intercession']",intervention
7143624,0.25,"['consultation', 'audience', 'interview']",interview
1518924,0.252173913,"['weave', 'interweave']",interweave
2178348,0,"['interlacing', 'interlinking', 'interlocking', 'interwoven']",interwoven
13931889,0,"['affair', 'affaire', 'intimacy', 'liaison', 'involvement', 'amour']",intimacy
1076145,0,"['cozy', 'intimate', 'informal']",intimate
160659,0,"['closely', 'intimately', 'nearly']",intimately
7163988,0.333333333,"['hint', 'intimation', 'breath']",intimation
1819554,0.5,"['intimidate', 'restrain']",intimidate
1222477,0,"['bullying', 'intimidation']",intimidation
1897106,0.333333333,"['challenging', 'intriguing']",intriguing
901103,0,"['introduce', 'present', 'acquaint']",introduce
6396930,0.333333333,['introduction'],introduction
747757,0.5,"['intrude', 'obtrude']",intrude
2019716,0.421052632,"['intrude on', 'invade', 'obtrude upon', 'encroach upon']",intrude on
217700,0.333333333,"['inundate', 'deluge', 'submerge']",inundate
2019716,0.421052632,"['intrude on', 'invade', 'obtrude upon', 'encroach upon']",invade
976531,0,['invasion'],invasion
1355966,0.333333333,['invasive'],invasive
5633385,0.333333333,"['invention', 'innovation', 'excogitation', 'conception', 'design']",invention
2472495,0.333333333,"['inventory', 'take stock', 'stock-take']",inventory
13858833,0,"['inverse', 'opposite']",inverse
2271137,0,"['invest', 'put', 'commit', 'place']",invest
789138,0,"['investigate', 'look into']",investigate
4689048,0,['invitation'],invitation
1063695,0,"['invite', 'call for']",invite
1629958,0.333333333,"['raise', 'conjure', 'conjure up', 'invoke', 'evoke', 'stir', 'call down', 'arouse', 'bring up', 'put forward', 'call forth']",invoke
1239064,0.333333333,"['engagement', 'participation', 'involvement', 'involution']",involution
401538,0,['involve'],involve
158332,0,['involved'],involved
13931889,0,"['affair', 'affaire', 'intimacy', 'liaison', 'involvement', 'amour']",involvement
501990,0.333333333,"['in', 'inwards', 'inward']",inward
501990,0.333333333,"['in', 'inwards', 'inward']",inwards
80169,0,"['iodize', 'iodise']",iodise
80169,0,"['iodize', 'iodise']",iodize
13472518,0.5,"['electrophoresis', 'cataphoresis', 'dielectrolysis', 'ionophoresis']",ionophoresis
4715075,0.333333333,['irony'],irony
1986926,0.5,"['irreconcilable', 'unreconcilable']",irreconcilable
239688,0.25,"['overwhelmingly', 'overpoweringly', 'irresistibly']",irresistibly
1782717,0.4,"['godless', 'irreverent']",irreverent
2372118,0.333333333,"['bilateral', 'isobilateral', 'bilaterally symmetrical', 'bilaterally symmetric']",isobilateral
495808,0,"['sequester', 'sequestrate', 'keep apart', 'set apart', 'isolate']",isolate
2110447,0,"['detached', 'isolated', 'separated', 'set-apart']",isolated
4917439,0.25,"['isotropy', 'symmetry']",isotropy
7319909,0,"['emergence', 'egress', 'issue']",issue
2743921,0.333333333,"['issue forth', 'come']",issue forth
946105,0,"['enumerate', 'recite', 'itemize', 'itemise']",itemise
946105,0,"['enumerate', 'recite', 'itemize', 'itemise']",itemize
1019129,0.5,['iteration'],iteration
75021,0,"['tire', 'wear upon', 'tire out', 'wear', 'weary', 'jade', 'wear out', 'outwear', 'wear down', 'fag out', 'fag', 'fatigue']",jade
1476483,0.285714286,"['obstruct', 'obturate', 'impede', 'occlude', 'jam', 'block', 'close up']",jam
1426397,0.333333333,"['sleep together', 'roll in the hay', 'love', 'make out', 'make love', 'sleep with', 'get laid', 'have sex', 'know', 'do it', 'be intimate', 'have intercourse', 'have it away', 'have it off', 'screw', 'fuck', 'jazz', 'eff', 'hump', 'lie with', 'bed', 'have a go at it', 'bang', 'get it on', 'bonk']",jazz
2464105,0.1,"['jealous', 'green-eyed', 'overjealous']",jealous
2545272,0.5,"['venture', 'hazard', 'adventure', 'stake', 'jeopardize']",jeopardize
2583545,0.5,"['resist', 'balk', 'baulk', 'jib']",jib
2657219,0,"['match', 'fit', 'correspond', 'check', 'jibe', 'gibe', 'tally', 'agree']",jibe
2752787,0,['jihadi'],jihadi
14410605,0,"['problem', 'job']",job
1104624,0,"['cheat', 'chouse', 'shaft', 'screw', 'chicane', 'jockey']",jockey
1291069,0,"['join', 'conjoin']",join
145218,0.166666667,"['joining', 'connection', 'connexion']",joining
238189,0,['joint'],joint
381680,0,"['union', 'unification', 'uniting', 'conjugation', 'jointure']",jointure
2243567,0.333333333,"['rough', 'rocky', 'bumpy', 'jolty', 'jolting', 'jumpy']",jolting
2243567,0.333333333,"['rough', 'rocky', 'bumpy', 'jolty', 'jolting', 'jumpy']",jolty
6266417,0,"['journalism', 'news media']",journalism
306426,0.333333333,"['journey', 'journeying']",journey
306426,0.333333333,"['journey', 'journeying']",journeying
672277,0,['judge'],judge
5837957,0.333333333,"['judgment', 'judgement', 'mind']",judgement
5789432,0.333333333,"['judgment', 'judgement', 'judging']",judging
5837957,0.333333333,"['judgment', 'judgement', 'mind']",judgment
2752987,0.5,"['judicial', 'juridical', 'juridic']",judicial
8166187,0.333333333,"['judiciary', 'bench']",judiciary
2307729,0.333333333,"['dry', 'juiceless']",juiceless
5953416,0.2,"['patchwork', 'hodgepodge', 'jumble']",jumble
616498,0.333333333,"['jump', 'pass over', 'skip', 'skip over']",jump
2243567,0.333333333,"['rough', 'rocky', 'bumpy', 'jolty', 'jolting', 'jumpy']",jumpy
7416714,0.333333333,"['juncture', 'occasion']",juncture
2752987,0.5,"['judicial', 'juridical', 'juridic']",juridic
2752987,0.5,"['judicial', 'juridical', 'juridic']",juridical
2408793,0.5,['jurisdictional'],jurisdictional
8414119,0.333333333,['jury'],jury
7015,0,"['approximately', 'about', 'close to', 'just about', 'some', 'roughly', 'more or less', 'around', 'or so']",just about
896803,0.5,"['justify', 'warrant']",justify
2713372,0.333333333,"['stick out', 'protrude', 'jut out', 'jut', 'project']",jut
2713372,0.333333333,"['stick out', 'protrude', 'jut out', 'jut', 'project']",jut out
1353982,0,"['jutting', 'projected', 'projecting', 'protruding', 'relieved', 'sticking', 'sticking out']",jutting
449769,0,['juxtaposed'],juxtaposed
8624095,0.2,['juxtaposition'],juxtaposition
572714,0,"['knocked out', 'kayoed', '""KOd""', 'out', 'stunned']",kayoed
2202384,0,"['keep', 'hold on']",keep
2455407,0.333333333,"['watch', 'observe', 'follow', 'watch over', 'keep an eye on']",keep an eye on
495808,0,"['sequester', 'sequestrate', 'keep apart', 'set apart', 'isolate']",keep apart
2716767,0,"['company', 'companion', 'accompany', 'keep company']",keep company
908621,0,"['patronize', 'patronise', 'patronage', 'support', 'keep going']",keep going
1803936,0,"['manipulate', 'keep in line', 'control']",keep in line
2449340,0,"['exclude', 'keep out', 'shut out', 'shut']",keep out
1277097,0,"['cardinal', 'central', 'fundamental', 'key', 'primal']",key
1058995,0.4,"['kibitz', 'kibbitz']",kibbitz
1058995,0.4,"['kibitz', 'kibbitz']",kibitz
2308741,0.5,"['contribute', 'give', 'chip in', 'kick in']",kick in
2401809,0.428571429,"['oust', 'throw out', 'drum out', 'boot out', 'kick out', 'expel']",kick out
15265518,0,"['beginning', 'commencement', 'first', 'outset', 'get-go', 'start', 'kickoff', 'starting time', 'showtime', 'offset']",kickoff
2473688,0,"['kill', 'shoot down', 'defeat', 'vote down', 'vote out']",kill
14540564,0,"['cause of death', 'killer']",killer
7969695,0.333333333,"['kin', 'kin group', 'kinship group', 'kindred', 'clan', 'tribe']",kin
7969695,0.333333333,"['kin', 'kin group', 'kinship group', 'kindred', 'clan', 'tribe']",kin group
1041209,0.235294118,"['kind', 'tolerant']",kind
1372948,0,"['charitable', 'benevolent', 'kindly', 'sympathetic', 'good-hearted', 'openhearted', 'large-hearted']",kindly
1972479,0,['kindred'],kindred
3618101,0,['king'],king
362128,0.5,"['curl', 'curve', 'kink']",kink
13811410,0,"['affinity', 'kinship']",kinship
7969695,0.333333333,"['kin', 'kin group', 'kinship group', 'kindred', 'clan', 'tribe']",kinship group
138078,0,['kiss'],kiss
1672014,0,"['knit', 'entwine']",knit
1239862,0,"['down', 'knock down', 'cut down', 'push down', 'pull down']",knock down
572714,0,"['knocked out', 'kayoed', '""KOd""', 'out', 'stunned']",knocked out
3626925,0.125,"['knockoff', 'clone']",knockoff
3627232,0.333333333,['knot'],knot
4766620,0.333333333,"['complicatedness', 'complication', 'knottiness', 'tortuousness']",knottiness
596644,0,"['know', 'experience', 'live']",know
936038,0.461538462,"['intimate', 'knowledgeable', 'versed']",knowledgeable
8180639,0,"['labor', 'labour', 'working class', 'proletariat']",labor
8472890,0,"['labor movement', 'trade union movement', 'labor']",labor movement
8180639,0,"['labor', 'labour', 'working class', 'proletariat']",labour
1517662,0,"['intertwine', 'twine', 'entwine', 'enlace', 'interlace', 'lace']",lace
2632353,0.333333333,"['miss', 'lack']",lack
869972,0,"['laden', 'oppressed']",laden
3635668,0.333333333,['laminate'],laminate
135857,0.333333333,"['bring', 'land']",land
3641706,0.333333333,"['lap', 'overlap']",lap
1372948,0,"['charitable', 'benevolent', 'kindly', 'sympathetic', 'good-hearted', 'openhearted', 'large-hearted']",large-hearted
286837,0.333333333,"['broad', 'large-minded', 'liberal', 'tolerant']",large-minded
862683,0.333333333,"['attack', 'round', 'assail', 'lash out', 'snipe', 'assault']",lash out
2704928,0,"['last', 'endure']",last
2619122,0,"['last out', 'stay', 'ride out', 'outride']",last out
230076,0.166666667,"['last', 'last-place', 'lowest']",last-place
1754421,0.333333333,"['permanent', 'lasting']",lasting
65822,0.428571429,"['last', 'lastly', 'in conclusion', 'finally']",lastly
1729819,0,"['former', 'late', 'previous']",late
61203,0.25,"['subsequently', 'later', 'afterwards', 'afterward', 'after', 'later on']",later
61203,0.25,"['subsequently', 'later', 'afterwards', 'afterward', 'after', 'later on']",later on
1047561,0.352664577,['latter'],latter
3646916,0.2,"['lattice', 'latticework', 'fretwork']",lattice
3646916,0.2,"['lattice', 'latticework', 'fretwork']",latticework
1515196,0.5,"['launch', 'set in motion']",launch
8163273,0.428571429,"['legislature', 'legislative assembly', 'legislative body', 'general assembly', 'law-makers']",law-makers
1959807,0.5,"['lawful', 'rule-governed']",lawful
2275365,0.333333333,"['claim', 'lay claim', 'arrogate']",lay claim
665476,0.25,"['lay down', 'establish', 'make']",lay down
772967,0.333333333,"['present', 'represent', 'lay out']",lay out
208749,0,"['layered', 'superimposed']",layered
229814,0.5,['layoff'],layoff
1056411,0.333333333,"['stop', 'stopover', 'layover']",layover
1999798,0,"['lead', 'take', 'direct', 'conduct', 'guide']",lead
348746,0.5,"['begin', 'lead off', 'start', 'commence']",lead off
5617310,0.222222222,['leadership'],leadership
3651265,0,"['lead', 'leading']",leading
7436661,0.333333333,"['escape', 'leak', 'leakage', 'outflow']",leak
7436661,0.333333333,"['escape', 'leak', 'leakage', 'outflow']",leakage
829107,0.5,"['teach', 'learn', 'instruct']",learn
15274863,0.25,"['lease', 'term of a contract']",lease
360041,0.5,"['chartered', 'hired', 'leased']",leased
3652932,0.5,"['leash', 'tether', 'lead']",leash
2383440,0,"['leave', 'depart', 'pull up stakes']",leave
42757,0.333333333,"['departure', 'going', 'going away', 'leaving']",leaving
13811184,0.333333333,"['leftover', 'remnant']",leftover
15152062,0.333333333,"['majority', 'legal age']",legal age
1184814,0.4,"['proceeding', 'legal proceeding', 'proceedings']",legal proceeding
1201429,0.5,"['legal separation', 'separation']",legal separation
1108753,0,"['delivery', 'livery', 'legal transfer']",legal transfer
1552419,0.333333333,"['numerous', 'legion']",legion
2829422,0.333333333,['legislative'],legislative
8163273,0.428571429,"['legislature', 'legislative assembly', 'legislative body', 'general assembly', 'law-makers']",legislative assembly
8163273,0.428571429,"['legislature', 'legislative assembly', 'legislative body', 'general assembly', 'law-makers']",legislative body
8163273,0.428571429,"['legislature', 'legislative assembly', 'legislative body', 'general assembly', 'law-makers']",legislature
2736391,0.5,['lend'],lend
5129565,0.5,"['distance', 'length']",length
1555416,0,['less'],less
151689,0,"['decrease', 'diminish', 'lessen', 'fall']",lessen
7355887,0.333333333,"['decrease', 'lessening', 'drop-off']",lessening
1393681,0.25,['lesser'],lesser
802318,0.333333333,"['permit', 'allow', 'let', 'countenance']",let
2449847,0.2,"['admit', 'let in', 'include']",let in
937208,0.5,"['spill the beans', 'let the cat out of the bag', 'talk', 'tattle', 'blab', 'peach', 'babble', 'sing', 'babble out', 'blab out']",let the cat out of the bag
5093890,0.5,"['degree', 'grade', 'level']",level
1099946,0.2,"['leverage', 'leveraging']",leverage
1099946,0.2,"['leverage', 'leveraging']",leveraging
1098452,0,"['recruit', 'levy', 'raise']",levy
5161436,0,['liability'],liability
1997583,0.25,['liable'],liable
13931889,0,"['affair', 'affaire', 'intimacy', 'liaison', 'involvement', 'amour']",liaison
286837,0.333333333,"['broad', 'large-minded', 'liberal', 'tolerant']",liberal
1757994,0,"['release', 'free', 'liberate']",liberate
2704617,0,"['weigh', 'librate']",librate
6756831,0.333333333,"['lie', 'prevarication']",lie
1426397,0.333333333,"['sleep together', 'roll in the hay', 'love', 'make out', 'make love', 'sleep with', 'get laid', 'have sex', 'know', 'do it', 'be intimate', 'have intercourse', 'have it away', 'have it off', 'screw', 'fuck', 'jazz', 'eff', 'hump', 'lie with', 'bed', 'have a go at it', 'bang', 'get it on', 'bonk']",lie with
1974062,0,"['raise', 'lift', 'elevate', 'get up', 'bring up']",lift
149084,0,"['tying', 'ligature']",ligature
2544525,0,"['faint', 'light', 'swooning', 'light-headed', 'lightheaded']",light
2544525,0,"['faint', 'light', 'swooning', 'light-headed', 'lightheaded']",light-headed
860136,0,"['lighten', 'lighten up', 'buoy up']",lighten
860136,0,"['lighten', 'lighten up', 'buoy up']",lighten up
2544525,0,"['faint', 'light', 'swooning', 'light-headed', 'lightheaded']",lightheaded
1192393,0,"['light', 'lightsome', 'tripping']",lightsome
2063554,0,"['comparable', 'corresponding', 'like']",like
1410036,0,['like-minded'],like-minded
4756635,0.333333333,"['likelihood', 'likeliness']",likelihood
4756635,0.333333333,"['likelihood', 'likeliness']",likeliness
1884176,0.4,"['likely', 'potential']",likely
653620,0.4,"['compare', 'liken', 'equate']",liken
4744814,0.2,"['likeness', 'alikeness', 'similitude']",likeness
138060,0,"['similarly', 'likewise']",likewise
5712426,0.5,"['threshold', 'limen']",limen
8593130,0.333333333,['limit'],limit
529191,0.333333333,['limited'],limited
1688256,0,"['portray', 'depict', 'limn']",limn
13326975,0.5,"['linage', 'lineage']",linage
8377085,0,"['course', 'line']",line
464321,0,"['align', 'aline', 'line up', 'adjust']",line up
4922787,0,"['ancestry', 'lineage', 'derivation', 'filiation']",lineage
5849284,0,"['quality', 'character', 'lineament']",lineament
8612786,0,"['outline', 'lineation']",lineation
726100,0.5,['lineman'],lineman
6486161,0,"['batting order', 'card', 'lineup']",lineup
2842445,0.333333333,"['linguistic', 'lingual']",lingual
2842445,0.333333333,"['linguistic', 'lingual']",linguistic
6284898,0,"['context', 'linguistic context', 'context of use']",linguistic context
1354673,0,"['connect', 'link', 'tie', 'link up']",link
1354673,0,"['connect', 'link', 'tie', 'link up']",link up
4923024,0.4,"['linkage', 'gene linkage']",linkage
3673971,0,"['link', 'linkup', 'tie', 'tie-in']",linkup
945853,0.333333333,"['list', 'name']",list
2582042,0.375,"['action', 'sue', 'litigate', 'process']",litigate
2859221,0.5,['litigious'],litigious
1554510,0.333333333,"['little', 'slight']",little
596644,0,"['know', 'experience', 'live']",live
2618149,0,"['survive', 'last', 'live', 'live on', 'go', 'endure', 'hold up', 'hold out']",live on
2651193,0.375,"['cohabit', 'live together', 'shack up']",live together
2671880,0.333333333,"['satisfy', 'fulfill', 'fulfil', 'live up to']",live up to
668805,0,"['accept', 'live with', 'swallow']",live with
1108753,0,"['delivery', 'livery', 'legal transfer']",livery
217428,0,"['load-bearing', 'supporting']",load-bearing
13398953,0.166666667,['loan'],loan
27167,0.333333333,['location'],location
7151380,0.5,"['saying', 'expression', 'locution']",locution
2651424,0.333333333,"['lodge', 'accommodate']",lodge
13860281,0,"['implication', 'logical implication', 'conditional relation']",logical implication
1313649,0.333333333,"['lonely', 'solitary', 'unfrequented']",lonely
15242955,0.333333333,"['long time', 'age', 'years']",long time
966167,0.2,"['long-familiar', 'well-known']",long-familiar
720063,0,"['expect', 'look', 'await', 'wait']",look
696414,0.333333333,"['review', 'look back', 'retrospect']",look back
1315613,0.333333333,"['search', 'seek', 'look for']",look for
789138,0,"['investigate', 'look into']",look into
2128653,0.5,"['watch', 'look on']",look on
877083,0.333333333,"['consult', 'refer', 'look up']",look up
1874886,0.5,"['looking', 'sounding']",looking
1673472,0,"['loop', 'intertwine']",loop
159381,0.333333333,"['unaffixed', 'loose']",loose
2373868,0.5,['lopsided'],lopsided
1099592,0,['lose'],lose
7333649,0.4,"['passing', 'loss', 'departure', 'exit', 'expiration', 'going', 'release']",loss
3690695,0,['lost-and-found'],lost-and-found
69901,0.333333333,"['loudly', 'loud', 'aloud']",loud
69901,0.333333333,"['loudly', 'loud', 'aloud']",loudly
5813229,0,"['love', 'passion']",love
13931436,0,"['love affair', 'romance']",love affair
6371267,0.5,"['love story', 'romance']",love story
1893303,0.333333333,"['broken', 'crushed', 'humbled', 'humiliated', 'low']",low
792991,0.333333333,"['subordinate', 'low-level']",low-level
1574923,0,"['lower', 'depress']",lower
13951444,0.25,"['inferiority', 'lower status', 'lower rank']",lower rank
13951444,0.25,"['inferiority', 'lower status', 'lower rank']",lower status
260973,0.125,['lower-middle-class'],lower-middle-class
2440881,0.375,"['bottommost', 'lowermost', 'nethermost']",lowermost
230076,0.166666667,"['last', 'last-place', 'lowest']",lowest
