"synset","rating","words","examples__001","examples__002","examples__003","examples__004","examples__005","examples__006","examples__007","examples__008","examples__009","examples__010","examples__011","words__-"
"","","standardised","","","","","","","","","","","",""
"2433451","2.0","exhausted","the day's shopping left her exhausted","he went to bed dog-tired","was fagged and sweaty","the trembling of his played out limbs","felt completely washed-out","only worn-out horses and cattle","you look worn out","","","","",""
"","","dog-tired","","","","","","","","","","","",""
"","","fagged","","","","","","","","","","","",""
"","","fatigued","","","","","","","","","","","",""
"","","played out","","","","","","","","","","","",""
"","","spent","","","","","","","","","","","",""
"","","washed-out","","","","","","","","","","","",""
"","","worn-out","","","","","","","","","","","",""
"","","worn out","","","","","","","","","","","",""
"1245325","1.0","steam","steam-clean the upholstered sofa","","","","","","","","","","",""
"","","steam clean","","","","","","","","","","","",""
"1895735","1.6666666666666667","hide","","","","","","","","","","","",""
"","","pelt","","","","","","","","","","","",""
"","","skin","","","","","","","","","","","",""
"1759676","1.6666666666666667","reversible","a reversible jacket","","","","","","","","","","",""
"","","two-sided","","","","","","","","","","","",""
"3061505","2.0","","","","","","","","","","","","","cockpit"
"7135734","0.3333333333333333","talk","let's have more work and less talk around here","","","","","","","","","","",""
"","","talking","","","","","","","","","","","",""
"6693744","1.3333333333333333","","he gave it a rave","","","","","","","","","","","rave"
"899612","1.3333333333333333","","the arcane science of dowsing","","","","","","","","","","","arcane"
"3502200","2.0","","","","","","","","","","","","","headboard"
"2387486","0.0","","We must educate our youngsters better","","","","","","","","","","","educate"
"1084486","0.0","congested","","","","","","","","","","","",""
"","","engorged","","","","","","","","","","","",""
"8627805","1.3333333333333333","quadrant","","","","","","","","","","","",""
"","","quarter-circle","","","","","","","","","","","",""
"1515280","0.3333333333333333","active","an active member of the club","he was politically active","the participating organizations","","","","","","","","",""
"","","participating","","","","","","","","","","","",""
"1154639","1.3333333333333333","","","","","","","","","","","","","mushy"
"2907473","1.25","","computational linguistics","","","","","","","","","","","computational"
"1565139","1.75","","a sitting target","","","","","","","","","","","sitting"
"7390049","1.75","","","","","","","","","","","","","plop"
"1382083","0.75","pick","pick mushrooms","pick flowers","","","","","","","","","",""
"","","pluck","","","","","","","","","","","",""
"","","cull","","","","","","","","","","","",""
"383693","1.3333333333333333","","he guarded his privacy jealously","","","","","","","","","","","jealously"
"2189491","1.5","thirty-two","","","","","","","","","","","",""
"","","32","","","","","","","","","","","",""
"","","xxxii","","","","","","","","","","","",""
"256507","1.25","swell","The bellies of the starving children are swelling","","","","","","","","","","",""
"","","swell up","","","","","","","","","","","",""
"","","intumesce","","","","","","","","","","","",""
"","","tumefy","","","","","","","","","","","",""
"","","tumesce","","","","","","","","","","","",""
"423598","0.6666666666666666","","these piano pieces were published posthumously","he was honored posthumously","","","","","","","","","","posthumously"
"2203500","1.0","eleventh","","","","","","","","","","","",""
"","","11th","","","","","","","","","","","",""
"218886","1.25","admirably","the children's responses were admirably normal","","","","","","","","","","",""
"","","laudably","","","","","","","","","","","",""
"","","praiseworthily","","","","","","","","","","","",""
"","","commendable","","","","","","","","","","","",""
"1466593","1.0","","","","","","","","","","","","","unloving"
"3773035","1.5","","","","","","","","","","","","","mirror"
"356367","1.25","consumption","","","","","","","","","","","",""
"","","using up","","","","","","","","","","","",""
"","","expenditure","","","","","","","","","","","",""
"8372411","0.5","tribe","","","","","","","","","","","",""
"","","folk","","","","","","","","","","","",""
"2259547","0.75","haggle","Let's not haggle over a few dollars","","","","","","","","","","",""
"","","higgle","","","","","","","","","","","",""
"","","chaffer","","","","","","","","","","","",""
"","","huckster","","","","","","","","","","","",""
"2966372","1.5","carousel","","","","","","","","","","","",""
"","","carrousel","","","","","","","","","","","",""
"","","luggage carousel","","","","","","","","","","","",""
"","","luggage carrousel","","","","","","","","","","","",""
"841986","0.0","denounce","He told on his classmate who had cheated on the exam","","","","","","","","","","",""
"","","tell on","","","","","","","","","","","",""
"","","betray","","","","","","","","","","","",""
"","","give away","","","","","","","","","","","",""
"","","rat","","","","","","","","","","","",""
"","","grass","","","","","","","","","","","",""
"","","shit","","","","","","","","","","","",""
"","","shop","","","","","","","","","","","",""
"","","snitch","","","","","","","","","","","",""
"","","stag","","","","","","","","","","","",""
"80768","1.0","","they were contractually responsible","","","","","","","","","","","contractually"
"2653381","1.2","dwell","The problems dwell in the social injustices in this country","","","","","","","","","","",""
"","","consist","","","","","","","","","","","",""
"","","lie","","","","","","","","","","","",""
"","","lie in","","","","","","","","","","","",""
"7324917","1.4","","","","","","","","","","","","","rise"
"260532","0.8","proportionately","","","","","","","","","","","",""
"","","pro rata","","","","","","","","","","","",""
"565809","1.0","cut","cuts do not bother a good tennis player","","","","","","","","","","",""
"","","undercut","","","","","","","","","","","",""
"4825576","2.0","polysemy","","","","","","","","","","","",""
"","","lexical ambiguity","","","","","","","","","","","",""
"4181561","1.2","","","","","","","","","","","","","shackle"
"242810","2.0","","she jumped up unconsciously when he entered the room","","","","","","","","","","","unconsciously"
"81486","1.6","","he stops by daily","","","","","","","","","","","daily"
"1578683","1.4","","the crowning accomplishment of his career","","","","","","","","","","","crowning"
"2249766","1.8","","could be alone in a crowded room","was alone with her thoughts","I want to be alone","","","","","","","","","alone"
"604978","1.4","favorable","an opportune time to receive guests","","","","","","","","","","",""
"","","favourable","","","","","","","","","","","",""
"8306047","0.8","","","","","","","","","","","","","caste"
"2594159","1.2","","","","","","","","","","","","","pro-life"
"13366311","0.4","","","","","","","","","","","","","maintenance"
"2493030","0.4","visit","We went to see the Eiffel Tower in the morning","","","","","","","","","","",""
"","","see","","","","","","","","","","","",""
"122954","1.3333333333333333","","they hold a shoot every weekend during the summer","","","","","","","","","","","shoot"
"3819994","1.3333333333333333","","","","","","","","","","","","","net"
"1304076","1.6666666666666667","","We cemented our friendship","","","","","","","","","","","cement"
"4164989","0.0","section","a section of a fishing rod","metal sections were used below ground","finished the final segment of the road","","","","","","","","",""
"","","segment","","","","","","","","","","","",""
"4534651","0.6666666666666666","","","","","","","","","","","","","viewer"
"464845","1.2","","the novel's seamless plot","","","","","","","","","","","seamless"
"2501534","1.8","","diamonds, sapphires, rubies, and emeralds are precious stones","","","","","","","","","","","precious"
"173391","2.0","big","was big with child","was great with child","","","","","","","","","",""
"","","enceinte","","","","","","","","","","","",""
"","","expectant","","","","","","","","","","","",""
"","","gravid","","","","","","","","","","","",""
"","","great","","","","","","","","","","","",""
"","","large","","","","","","","","","","","",""
"","","heavy","","","","","","","","","","","",""
"","","with child","","","","","","","","","","","",""
"6886818","1.0","","","","","","","","","","","","","profiling"
"1806677","1.2","disgusted","grew more and more disgusted","fed up with their complaints","sick of it all","sick to death of flattery","gossip that makes one sick","tired of the noise and smoke","","","","","",""
"","","fed up","","","","","","","","","","","",""
"","","sick","","","","","","","","","","","",""
"","","sick of","","","","","","","","","","","",""
"","","tired of","","","","","","","","","","","",""
"1333118","2.0","","a rational analysis","","","","","","","","","","","rational"
"86320","1.0","inject","We injected the glucose into the patient's vein","","","","","","","","","","",""
"","","shoot","","","","","","","","","","","",""
"228236","1.6","water","Water the fields","","","","","","","","","","",""
"","","irrigate","","","","","","","","","","","",""
"15168185","1.8","","young children should not be allowed to stay up until midnight","","","","","","","","","","","midnight"
"2721220","1.4","","","","","","","","","","","","","equestrian"
"4155457","1.6","scriber","","","","","","","","","","","",""
"","","scribe","","","","","","","","","","","",""
"","","scratch awl","","","","","","","","","","","",""
"7159467","2.0","slang","their speech was full of slang expressions","","","","","","","","","","",""
"","","slang expression","","","","","","","","","","","",""
"","","slang term","","","","","","","","","","","",""
"2354287","0.2","joint","the carpenter jointed two pieces of wood","","","","","","","","","","",""
"","","articulate","","","","","","","","","","","",""
"221840","0.4","","Confirm thy soul in self-control!","","","","","","","","","","","confirm"
"2431728","1.8","","tired mothers with crying babies","too tired to eat","","","","","","","","","","tired"
"4345458","0.75","","","","","","","","","","","","","stuffing"
"1114303","0.5","","conquer your fears","conquer a country","","","","","","","","","","conquer"
"1126846","0.75","blockade","","","","","","","","","","","",""
"","","seal off","","","","","","","","","","","",""
"1318849","1.25","rifle","Who rifled through my desk drawers?","","","","","","","","","","",""
"","","go","","","","","","","","","","","",""
"13300828","0.75","retribution","","","","","","","","","","","",""
"","","requital","","","","","","","","","","","",""
"5710573","1.5","","it passed without remark","","","","","","","","","","","remark"
"1551633","1.0","","many temptations","the temptations are many","a good many","a great many","many directions","take as many apples as you like","too many clouds to see","never saw so many people","","","","many"
"1210737","0.75","handle","Don't handle the merchandise","","","","","","","","","","",""
"","","palm","","","","","","","","","","","",""
"7473441","0.5","victory","a narrow victory","the general always gets credit for his army's victory","clinched a victory","convincing victory","the agreement was a triumph for common sense","","","","","","",""
"","","triumph","","","","","","","","","","","",""
"149138","1.25","actually","you may actually be doing the right thing by walking out","she actually spoke Latin","they thought they made the rules but in reality they were only puppets","people who seem stand-offish are in reality often simply nervous","","","","","","","",""
"","","in reality","","","","","","","","","","","",""
"718645","1.75","","","","","","","","","","","","","stool"
"15248564","1.5","era","","","","","","","","","","","",""
"","","epoch","","","","","","","","","","","",""
"24047","1.0","come to","The patient came to quickly","She revived after the doctor gave her an injection","","","","","","","","","",""
"","","revive","","","","","","","","","","","",""
"","","resuscitate","","","","","","","","","","","",""
"14515463","1.0","","medicine is no longer a male preserve","","","","","","","","","","","preserve"
"199659","0.75","correct","Correct the mistakes","rectify the calculation","","","","","","","","","",""
"","","rectify","","","","","","","","","","","",""
"","","right","","","","","","","","","","","",""
"6163548","1.0","","","","","","","","","","","","","dialectic"
"5951566","1.5","apprehension","","","","","","","","","","","",""
"","","misgiving","","","","","","","","","","","",""
"1667607","1.5","embroider","","","","","","","","","","","",""
"","","broider","","","","","","","","","","","",""
"1511706","0.5","propel","Steam propels this ship","","","","","","","","","","",""
"","","impel","","","","","","","","","","","",""
"1114824","2.0","","he has just made his first sale","they had to complete the sale before the banks closed","","","","","","","","","","sale"
"15149642","1.6666666666666667","fifties","","","","","","","","","","","",""
"","","mid-fifties","","","","","","","","","","","",""
"2026442","1.3333333333333333","","an insolvent person","an insolvent estate","","","","","","","","","","insolvent"
"2809220","1.6666666666666667","technical","his technical innovation was his brushwork","the technical dazzle of her dancing","","","","","","","","","",""
"","","proficient","","","","","","","","","","","",""
"8377085","0.0","course","the government took a firm course","historians can only point out those lines for which evidence is available","","","","","","","","","",""
"","","line","","","","","","","","","","","",""
"5889575","1.3333333333333333","","consider the following, just as a hypothetical","","","","","","","","","","","hypothetical"
"314272","1.6666666666666667","focus","Please focus the image; we cannot enjoy the movie","","","","","","","","","","",""
"","","focalize","","","","","","","","","","","",""
"","","focalise","","","","","","","","","","","",""
"","","sharpen","","","","","","","","","","","",""
"262792","1.6666666666666667","brave","Familiarity with danger makes a brave man braver but less daring","a frank courageous heart...triumphed over pain","set a courageous example by leading them safely into and out of enemy-held territory","","","","","","","","",""
"","","courageous","","","","","","","","","","","",""
"2848216","2.0","","","","","","","","","","","","","blade"
"1931203","1.0","fit","in no fit state to continue","fit to drop","laughing fit to burst","she was fit to scream","primed for a fight","we are set to go at any time","","","","","",""
"","","primed","","","","","","","","","","","",""
"","","set","","","","","","","","","","","",""
"2272090","1.3333333333333333","speculate","I bought this house not because I want to live in it but to sell it later at a good price, so I am speculating","","","","","","","","","","",""
"","","job","","","","","","","","","","","",""
"2328916","1.3333333333333333","meek","tame obedience","meek as a mouse","","","","","","","","","",""
"","","tame","","","","","","","","","","","",""
"262703","0.0","patch","patch a hole","","","","","","","","","","",""
"","","patch up","","","","","","","","","","","",""
"521562","1.6666666666666667","presentation","the presentation of new data","he gave the customer a demonstration","","","","","","","","","",""
"","","presentment","","","","","","","","","","","",""
"","","demonstration","","","","","","","","","","","",""
"850648","1.0","neat","a neat style","a neat set of rules","she hated to have her neat plans upset","","","","","","","","",""
"","","refined","","","","","","","","","","","",""
"","","tasteful","","","","","","","","","","","",""
"477896","1.0","","a soothing ointment for her sunburn","","","","","","","","","","","soothing"
"8386555","0.6666666666666666","elite","","","","","","","","","","","",""
"","","elite group","","","","","","","","","","","",""
"878456","1.6666666666666667","","","","","","","","","","","","","stare"
"6611147","1.3333333333333333","baloney","","","","","","","","","","","",""
"","","boloney","","","","","","","","","","","",""
"","","bilgewater","","","","","","","","","","","",""
"","","bosh","","","","","","","","","","","",""
"","","drool","","","","","","","","","","","",""
"","","humbug","","","","","","","","","","","",""
"","","taradiddle","","","","","","","","","","","",""
"","","tarradiddle","","","","","","","","","","","",""
"","","tommyrot","","","","","","","","","","","",""
"","","tosh","","","","","","","","","","","",""
"","","twaddle","","","","","","","","","","","",""
"208749","0.0","layered","superimposed rocks","","","","","","","","","","",""
"","","superimposed","","","","","","","","","","","",""
"14432167","1.3333333333333333","","","","","","","","","","","","","ordination"
"1652601","1.0","","the door was ajar","","","","","","","","","","","ajar"
"694641","0.3333333333333333","disrespect","","","","","","","","","","","",""
"","","disesteem","","","","","","","","","","","",""
"3838298","0.6666666666666666","objective","","","","","","","","","","","",""
"","","objective lens","","","","","","","","","","","",""
"","","object lens","","","","","","","","","","","",""
"","","object glass","","","","","","","","","","","",""
"4752221","0.0","","the growing inequality between rich and poor","","","","","","","","","","","inequality"
"3899328","1.6666666666666667","","","","","","","","","","","","","path"
"2134672","0.25","appear","It seems that he is very gifted","It appears that the weather in California is very bad","","","","","","","","","",""
"","","seem","","","","","","","","","","","",""
"4108268","1.75","","","","","","","","","","","","","rope"
"880046","1.0","","the monitoring of enemy communications plays an important role in war times","","","","","","","","","","","monitoring"
"14013368","1.25","","","","","","","","","","","","","recession"
"1201429","0.5","legal separation","","","","","","","","","","","",""
"","","separation","","","","","","","","","","","",""
"1106405","1.0","","local taxes","local authorities","","","","","","","","","","local"
"683280","1.0","","I believed his report","We didn't believe his stories from the War","She believes in spirits","","","","","","","","","believe"
"9388848","1.25","","","","","","","","","","","","","peninsula"
"1849221","0.0","come","He came singing down the road","Come with me to the Casbah","come down here!","come out of the closet!","come into the room","","","","","","",""
"","","come up","","","","","","","","","","","",""
"840212","1.0","economic","an economic use of home heating oil","a modern economical heating system","an economical use of her time","","","","","","","","",""
"","","economical","","","","","","","","","","","",""
"1634142","0.5","think up","He thought up a plan to get rich quickly","no-one had ever thought of such a clever piece of software","","","","","","","","","",""
"","","think of","","","","","","","","","","","",""
"","","dream up","","","","","","","","","","","",""
"","","hatch","","","","","","","","","","","",""
"","","concoct","","","","","","","","","","","",""
"641252","0.25","subtract","subtract this amount from my paycheck","","","","","","","","","","",""
"","","deduct","","","","","","","","","","","",""
"","","take off","","","","","","","","","","","",""
"5832745","0.75","burden","the burden of responsibility","that's a load off my mind","","","","","","","","","",""
"","","load","","","","","","","","","","","",""
"","","encumbrance","","","","","","","","","","","",""
"","","incumbrance","","","","","","","","","","","",""
"","","onus","","","","","","","","","","","",""
"907661","1.5","","a flattering color","","","","","","","","","","","flattering"
"1361863","1.25","","feeling sad because his dog had died","Better by far that you should forget and smile / Than that you should remember and be sad","","","","","","","","","","sad"
"2534936","0.5","woo","China is wooing Russia","","","","","","","","","","",""
"","","court","","","","","","","","","","","",""
"8222571","1.75","","","","","","","","","","","","","readership"
"2388403","0.25","educate","Cultivate your musical taste","Train your tastebuds","She is well schooled in poetry","","","","","","","","",""
"","","school","","","","","","","","","","","",""
"","","train","","","","","","","","","","","",""
"","","cultivate","","","","","","","","","","","",""
"","","civilize","","","","","","","","","","","",""
"","","civilise","","","","","","","","","","","",""
"267452","0.5","breathing","the boy was disappointed to find only skeletons instead of living breathing dinosaurs","the heavy-breathing person on the telephone","","","","","","","","","",""
"","","eupneic","","","","","","","","","","","",""
"","","eupnoeic","","","","","","","","","","","",""
"2229828","1.25","fall","The task fell to me","It fell to me to notify the parents of the victims","","","","","","","","","",""
"","","light","","","","","","","","","","","",""
"1337412","2.0","","","","","","","","","","","","","clapboard"
"6355894","1.25","code","","","","","","","","","","","",""
"","","computer code","","","","","","","","","","","",""
"760735","1.25","","The terrorists professed allegiance to their country","he professes to be a Communist","","","","","","","","","","profess"
"1623187","0.5","","she keeps her time well occupied","the wc is occupied","","","","","","","","","","occupied"
"4778114","1.3333333333333333","","a man of granite","","","","","","","","","","","granite"
"732746","1.6666666666666667","wrongdoing","he denied any wrongdoing","","","","","","","","","","",""
"","","wrongful conduct","","","","","","","","","","","",""
"","","misconduct","","","","","","","","","","","",""
"","","actus reus","","","","","","","","","","","",""
"720063","0.0","expect","We were expecting a visit from our relatives","She is looking to a promotion","he is waiting to be drafted","","","","","","","","",""
"","","look","","","","","","","","","","","",""
"","","await","","","","","","","","","","","",""
"","","wait","","","","","","","","","","","",""
"4891333","1.6666666666666667","folly","","","","","","","","","","","",""
"","","foolishness","","","","","","","","","","","",""
"","","unwiseness","","","","","","","","","","","",""
"848074","1.0","","attendance is obligatory","an obligatory contribution","","","","","","","","","","obligatory"
"2585860","0.3333333333333333","arrive","After he published his book, he had arrived","I don't know whether I can make it in science!","You will go far, my boy!","","","","","","","","",""
"","","make it","","","","","","","","","","","",""
"","","get in","","","","","","","","","","","",""
"","","go far","","","","","","","","","","","",""
"5641834","0.8","","","","","","","","","","","","","versatility"
"3695616","1.2","","","","","","","","","","","","","lug"
"717684","0.6","authoritarian","an authoritarian regime","autocratic government","despotic rulers","a dictatorial rule that lasted for the duration of the war","a tyrannical government","","","","","","",""
"","","autocratic","","","","","","","","","","","",""
"","","dictatorial","","","","","","","","","","","",""
"","","despotic","","","","","","","","","","","",""
"","","tyrannic","","","","","","","","","","","",""
"","","tyrannical","","","","","","","","","","","",""
"230331","0.8","outwardly","outwardly, the figure is smooth","","","","","","","","","","",""
"","","externally","","","","","","","","","","","",""
"1866610","1.0","roll","She rolled the ball","They rolled their eyes at his words","","","","","","","","","",""
"","","revolve","","","","","","","","","","","",""
"2346895","0.2","adopt","She followed the feminist movement","The candidate espouses Republican ideals","","","","","","","","","",""
"","","follow","","","","","","","","","","","",""
"","","espouse","","","","","","","","","","","",""
"1655538","0.3333333333333333","compressed","with lips compressed","","","","","","","","","","",""
"","","tight","","","","","","","","","","","",""
"6637824","1.0","","","","","","","","","","","","","database"
"980385","1.5","","a windy dash home","","","","","","","","","","","windy"
"160425","0.25","","a block of attached houses","","","","","","","","","","","attached"
"635544","0.5","","a mass roundup of suspects","","","","","","","","","","","roundup"
"13777764","0.5","room","room to pass","make way for","hardly enough elbow room to turn around","","","","","","","","",""
"","","way","","","","","","","","","","","",""
"","","elbow room","","","","","","","","","","","",""
"526062","0.25","across-the-board","across-the-board pay increases","an all-embracing definition","blanket sanctions against human-rights violators","an invention with broad applications","a panoptic study of Soviet nationality","granted him wide powers","","","","","",""
"","","all-embracing","","","","","","","","","","","",""
"","","all-encompassing","","","","","","","","","","","",""
"","","all-inclusive","","","","","","","","","","","",""
"","","blanket","","","","","","","","","","","",""
"","","broad","","","","","","","","","","","",""
"","","encompassing","","","","","","","","","","","",""
"","","extensive","","","","","","","","","","","",""
"","","panoptic","","","","","","","","","","","",""
"","","wide","","","","","","","","","","","",""
"6406979","1.75","manuscript","","","","","","","","","","","",""
"","","ms","","","","","","","","","","","",""
"90000","0.25","","marginally interesting","","","","","","","","","","","marginally"
"4347225","0.75","subject","a moving picture of a train is more dramatic than a still picture of the same subject","","","","","","","","","","",""
"","","content","","","","","","","","","","","",""
"","","depicted object","","","","","","","","","","","",""
"13872822","1.25","funnel","","","","","","","","","","","",""
"","","funnel shape","","","","","","","","","","","",""
"464399","1.25","offshore","offshore winds","","","","","","","","","","",""
"","","seaward","","","","","","","","","","","",""
"1162928","1.5","","the policy so far is all stick and no carrot","","","","","","","","","","","stick"
"2594006","1.25","","","","","","","","","","","","","pro-choice"
"101609","0.25","altruistic","","","","","","","","","","","",""
"","","selfless","","","","","","","","","","","",""
"774676","0.5","","appreciative of a beautiful landscape","an appreciative laugh from the audience","","","","","","","","","","appreciative"
"328370","0.75","broil","broil fish","","","","","","","","","","",""
"","","oven broil","","","","","","","","","","","",""
"14977504","1.0","paving","","","","","","","","","","","",""
"","","pavement","","","","","","","","","","","",""
"","","paving material","","","","","","","","","","","",""
"32358","0.5","about","up and about","the whole town was astir over the incident","","","","","","","","","",""
"","","astir","","","","","","","","","","","",""
"371264","0.75","heat","the sun heats the oceans","heat the water on the stove","","","","","","","","","",""
"","","heat up","","","","","","","","","","","",""
"954422","0.75","tell","he was telling on all his former colleague","","","","","","","","","","",""
"","","evidence","","","","","","","","","","","",""
"8152787","0.25","","","","","","","","","","","","","clergy"
"335653","1.4","inversion","","","","","","","","","","","",""
"","","eversion","","","","","","","","","","","",""
"","","everting","","","","","","","","","","","",""
"1134232","1.3333333333333333","amiable","an amiable villain with a cocky sidelong grin","","","","","","","","","","",""
"","","good-humored","","","","","","","","","","","",""
"","","good-humoured","","","","","","","","","","","",""
"216216","0.0","drench","souse water on his hot face","","","","","","","","","","",""
"","","douse","","","","","","","","","","","",""
"","","dowse","","","","","","","","","","","",""
"","","soak","","","","","","","","","","","",""
"","","sop","","","","","","","","","","","",""
"","","souse","","","","","","","","","","","",""
"5702275","0.6666666666666666","attention","","","","","","","","","","","",""
"","","attending","","","","","","","","","","","",""
"856325","1.3333333333333333","moody","a temperamental opera singer","","","","","","","","","","",""
"","","temperamental","","","","","","","","","","","",""
"2783085","1.6666666666666667","pragmatic","","","","","","","","","","","",""
"","","pragmatical","","","","","","","","","","","",""
"1204294","1.3333333333333333","","in line with","he got out of line","toe the line","","","","","","","","","line"
"7469325","2.0","","he holds the record in the mile","","","","","","","","","","","mile"
"2119971","1.3333333333333333","thoughtful","a sensible young man","","","","","","","","","","",""
"","","serious-minded","","","","","","","","","","","",""
"1679106","2.0","","the dress had a scalloped skirt","","","","","","","","","","","scallop"
"7425011","0.3333333333333333","mutation","","","","","","","","","","","",""
"","","genetic mutation","","","","","","","","","","","",""
"","","chromosomal mutation","","","","","","","","","","","",""
"6633692","0.3333333333333333","condolence","they sent their condolences","","","","","","","","","","",""
"","","commiseration","","","","","","","","","","","",""
"196417","0.6666666666666666","","he listened attentively","","","","","","","","","","","attentively"
"2092460","0.3333333333333333","ecumenic","ecumenical thinking","ecumenical activities","the ecumenical movement","","","","","","","","",""
"","","oecumenic","","","","","","","","","","","",""
"","","ecumenical","","","","","","","","","","","",""
"","","oecumenical","","","","","","","","","","","",""
"890855","2.0","","This decision will doom me to lose my position","","","","","","","","","","","doom"
"151855","2.0","dumb","","","","","","","","","","","",""
"","","mute","","","","","","","","","","","",""
"","","silent","","","","","","","","","","","",""
"2552163","1.0","","The prisoner was successfully rehabilitated","After a year in the mental clinic, the patient is now rehabilitated","","","","","","","","","","rehabilitate"
"436088","0.6666666666666666","","he caught the motorcycles in the full glare of his headlights, braked and slipped purposefully out of the car","","","","","","","","","","","purposefully"
"4123740","0.6666666666666666","","","","","","","","","","","","","saddle"
"369831","2.0","","auburn hair","","","","","","","","","","","auburn"
"1317533","0.3333333333333333","quest for","pursue a hobby","","","","","","","","","","",""
"","","go after","","","","","","","","","","","",""
"","","quest after","","","","","","","","","","","",""
"","","pursue","","","","","","","","","","","",""
"473322","0.3333333333333333","cut","We had to lose weight, so we cut the sugar from our diet","","","","","","","","","","",""
"","","prune","","","","","","","","","","","",""
"","","rationalize","","","","","","","","","","","",""
"","","rationalise","","","","","","","","","","","",""
"715868","0.6666666666666666","rule","The King decreed that all firstborn males should be killed","","","","","","","","","","",""
"","","decree","","","","","","","","","","","",""
"136469","0.3333333333333333","","reproduce sexually","","","","","","","","","","","sexually"
"930368","0.3333333333333333","suggest","this remark evoked sadness","","","","","","","","","","",""
"","","evoke","","","","","","","","","","","",""
"","","paint a picture","","","","","","","","","","","",""
"2074929","2.0","balmy","it used to drive my husband balmy","","","","","","","","","","",""
"","","barmy","","","","","","","","","","","",""
"","","bats","","","","","","","","","","","",""
"","","batty","","","","","","","","","","","",""
"","","bonkers","","","","","","","","","","","",""
"","","buggy","","","","","","","","","","","",""
"","","cracked","","","","","","","","","","","",""
"","","crackers","","","","","","","","","","","",""
"","","daft","","","","","","","","","","","",""
"","","dotty","","","","","","","","","","","",""
"","","fruity","","","","","","","","","","","",""
"","","haywire","","","","","","","","","","","",""
"","","kooky","","","","","","","","","","","",""
"","","kookie","","","","","","","","","","","",""
"","","loco","","","","","","","","","","","",""
"","","loony","","","","","","","","","","","",""
"","","loopy","","","","","","","","","","","",""
"","","nuts","","","","","","","","","","","",""
"","","nutty","","","","","","","","","","","",""
"","","round the bend","","","","","","","","","","","",""
"","","around the bend","","","","","","","","","","","",""
"","","wacky","","","","","","","","","","","",""
"","","whacky","","","","","","","","","","","",""
"1265308","1.3333333333333333","amusing","an amusing film with a steady stream of pranks and pratfalls","an amusing fellow","a comic hat","a comical look of surprise","funny stories that made everybody laugh","a very funny writer","it would have been laughable if it hadn't hurt so much","a mirthful experience","risible courtroom antics","","",""
"","","comic","","","","","","","","","","","",""
"","","comical","","","","","","","","","","","",""
"","","funny","","","","","","","","","","","",""
"","","laughable","","","","","","","","","","","",""
"","","mirthful","","","","","","","","","","","",""
"","","risible","","","","","","","","","","","",""
"2303077","1.0","","her unsteady walk","his hand was unsteady as he poured the wine","an unsteady voice","","","","","","","","","unsteady"
"1768724","0.3333333333333333","own","for your own use","do your own thing","she makes her own clothes","`ain' is Scottish","","","","","","","",""
"","","ain","","","","","","","","","","","",""
"6619428","1.3333333333333333","broadcast","did you see his program last night?","","","","","","","","","","",""
"","","program","","","","","","","","","","","",""
"","","programme","","","","","","","","","","","",""
"440745","1.1666666666666667","","it is remotely possible","","","","","","","","","","","remotely"
"1284544","1.0","expansive","an expansive lifestyle","in the grand manner","collecting on a grand scale","heroic undertakings","","","","","","","",""
"","","grand","","","","","","","","","","","",""
"","","heroic","","","","","","","","","","","",""
"5624700","1.3333333333333333","creativity","","","","","","","","","","","",""
"","","creativeness","","","","","","","","","","","",""
"","","creative thinking","","","","","","","","","","","",""
"13905405","1.1666666666666667","score","","","","","","","","","","","",""
"","","scotch","","","","","","","","","","","",""
"4297476","1.1666666666666667","stage set","the sets were meticulously authentic","","","","","","","","","","",""
"","","set","","","","","","","","","","","",""
"2892033","0.8333333333333334","","rental agreement","rental charges","","","","","","","","","","rental"
"2004385","0.6","","the restrictive clause in `Each made a list of the books that had influenced him' limits the books on the list to only those particular ones defined by the clause","","","","","","","","","","","limiting"
"8372715","1.2","tableau","","","","","","","","","","","",""
"","","tableau vivant","","","","","","","","","","","",""
"4642258","1.2","temper","his temper was well known to all his employees","","","","","","","","","","",""
"","","biliousness","","","","","","","","","","","",""
"","","irritability","","","","","","","","","","","",""
"","","peevishness","","","","","","","","","","","",""
"","","pettishness","","","","","","","","","","","",""
"","","snappishness","","","","","","","","","","","",""
"","","surliness","","","","","","","","","","","",""
"154213","1.2","","we are safely out of there","","","","","","","","","","","safely"
"134574","1.4","whip","the whip raised a red welt","","","","","","","","","","",""
"","","lash","","","","","","","","","","","",""
"","","whiplash","","","","","","","","","","","",""
"1539444","1.6","retiring","unassuming to a fault, skeptical about the value of his work","a shy retiring girl","","","","","","","","","",""
"","","unassuming","","","","","","","","","","","",""
"8385009","0.2","date","she asked how to avoid kissing at the end of a date","","","","","","","","","","",""
"","","appointment","","","","","","","","","","","",""
"","","engagement","","","","","","","","","","","",""
"4194009","1.25","","","","","","","","","","","","","shingle"
"696518","0.25","","children compliant with the parental will","","","","","","","","","","","compliant"
"1376245","1.5","scatter","He scattered gun powder under the wagon","","","","","","","","","","",""
"","","sprinkle","","","","","","","","","","","",""
"","","dot","","","","","","","","","","","",""
"","","dust","","","","","","","","","","","",""
"","","disperse","","","","","","","","","","","",""
"2770717","1.5","overcast","Fall weather often overcasts our beaches","","","","","","","","","","",""
"","","cloud","","","","","","","","","","","",""
"13862644","1.25","flare","the skirt had a wide flare","","","","","","","","","","",""
